RIZZI,EUSTACHIUS,ITALIANA,15/10/1909,M,6/12/2017,6/12/2027,PISA
GUZZON,BRUNO SERGIO,ITALIANA,16/2/2003,M,20/12/2019,20/12/2029,CAGLIARI
CARZOLA,MARIA ESTHER,ITALIANA,1/4/1972,F,14/5/2020,14/5/2030,CESENATICO
BUZZURRO,ROUL,ITALIANA,23/12/1997,M,23/9/2023,23/9/2033,NUORO
FAZZOLARI,NINO SANDRO,ITALIANA,16/6/2009,M,28/2/2019,28/2/2029,VERCELLI
PIVA,GIORGIO VINCENZO,ITALIANA,21/8/1988,M,3/7/2015,3/7/2025,NUORO
CANZUTTI,ISAIA PRIMO,ITALIANA,24/6/1942,M,17/2/2016,17/2/2026,GAMBETTOLA
CUZZUPOLI,PIO PAOLO,ITALIANA,11/2/2009,M,5/1/2021,5/1/2031,BOLZANO
WAGER,ALBERTO GIACOMO,ITALIANA,19/4/1964,M,9/9/2023,9/9/2033,CAGLIARI
DAZZO,MARCO ANTONIO LUIGI,ITALIANA,21/12/1920,M,17/13/2022,17/13/2032,TORINO
CUZZUPOLI,SERGIO TOMMASO,ITALIANA,5/13/1911,M,20/13/2018,20/13/2028,PISA
GUZZON,GIUSEPPE UMBERTO,ITALIANA,15/11/1929,M,23/13/2016,23/13/2026,VERCELLI
BERTAGNOLLI,PIETRO SANDRO,ITALIANA,16/9/1980,M,21/7/2017,21/7/2027,GAMBETTOLA
VASALLO,PIER SAVIO,ITALIANA,27/4/1920,M,7/2/2017,7/2/2027,GENOVA
VUSTE,ENRICO ETTORE,ITALIANA,18/1/1982,M,21/7/2020,21/7/2030,GENOVA
CASCINO,EDOARDO ARISTIDE,ITALIANA,13/1/1937,M,8/5/2016,8/5/2026,BOLOGNA
BAZZONI,DAVIDE MARIA,ITALIANA,12/5/1977,M,8/8/2018,8/8/2028,FIRENZE
PIVA,ARIO STEFANO,ITALIANA,2/1/1948,M,1/6/2019,1/6/2029,TERAMO
MIALE,EFISIO ANDREA,ITALIANA,18/9/1981,M,21/9/2016,21/9/2026,PALERMO
RAUZI,ANTONINO ONOFRIO,ITALIANA,7/3/1981,M,21/5/2020,21/5/2030,POGGIO RENATICO
OZELLO,GIOVANNI EZIO,ITALIANA,15/7/1918,M,3/12/2017,3/12/2027,CESENATICO
MOMBELLO,GIOVANNINA COLOMBA,ITALIANA,19/6/1962,F,5/7/2018,5/7/2028,GAMBETTOLA
GARAVAGLIA,OTTO,ITALIANA,26/13/1910,M,23/5/2022,23/5/2032,MONOPOLI
TABBANO,IRMA DOMENICA,ITALIANA,13/9/1969,F,10/13/2016,10/13/2026,NAPOLI
PIETRO,PATERNIANO,ITALIANA,13/8/1957,M,4/9/2021,4/9/2031,CESENATICO
RABBIA,AMBROGIO GIUSEPPE,ITALIANA,24/7/1975,M,8/12/2018,8/12/2028,BOLZANO
VIA,DIEGO GERALDO,ITALIANA,1/11/1969,M,20/11/2019,20/11/2029,GAMBETTOLA
LAZZERI,SISTO SIRIO,ITALIANA,10/5/1999,M,3/2/2017,3/2/2027,FIRENZE
VALENTINO,DAVIDE ROMANO,ITALIANA,7/11/2004,M,11/3/2015,11/3/2025,MILANO
BEASISO,ITALINO,ITALIANA,4/12/1927,M,14/3/2022,14/3/2032,MILANO
COPPOLINO,CARMINE MARCO,ITALIANA,26/13/1931,M,3/9/2021,3/9/2031,TRENTO
UZZI,MARIA ELISA,ITALIANA,16/10/1922,M,20/11/2022,20/11/2032,POGGIO RENATICO
PIUNTI,ANDREA CARLOS,ITALIANA,19/8/1965,M,6/10/2023,6/10/2033,BOLZANO
VALENTINO,EDUILIO,ITALIANA,3/12/1946,M,5/7/2023,5/7/2033,PALERMO
CARZOLA,GIUSEPPE TERESIO,ITALIANA,9/4/1990,M,25/10/2022,25/10/2032,GENOVA
DÏARTIBALE,ANGELO NAZZARENO,ITALIANA,9/5/1903,M,22/3/2016,22/3/2026,TERAMO
TOMMASO,LUIGI REMO,ITALIANA,24/12/1936,M,14/9/2016,14/9/2026,VENEZIA
RABBIA,GIANEGIDIO,ITALIANA,23/1/1977,M,14/6/2016,14/6/2026,MILANO MARITTIMA
DAZZO,CARMELA TINA ADRIANA,ITALIANA,7/10/1956,F,9/4/2016,9/4/2026,MONOPOLI
PINAMONTI,GIUSTINO WALTER,ITALIANA,23/7/1979,M,20/5/2016,20/5/2026,BOLZANO
MENAPACE,MICHELE GIAN LUCA,ITALIANA,15/6/1956,M,13/9/2022,13/9/2032,CESENATICO
MANACAPELLI,FRANCESCO G,ITALIANA,15/7/1915,M,12/8/2023,12/8/2033,VERCELLI
VALENTINI,DIONISIA,ITALIANA,26/3/1976,F,7/4/2021,7/4/2031,POGGIO RENATICO
TOBA,RUFFINO,ITALIANA,27/1/1920,M,23/3/2016,23/3/2026,MILANO
CHYURLIA,PIERO ANTONIOC SANTI,ITALIANA,21/9/1963,M,6/8/2022,6/8/2032,MONOPOLI
AYALA,LUCIA EMANUELA,ITALIANA,28/8/1989,F,7/9/2020,7/9/2030,TERAMO
QUOTROCHI,GRAZIA DONATA,ITALIANA,28/5/1945,F,28/3/2016,28/3/2026,CAMPOBASSO
AZZONI,VINCENZO ETTORE,ITALIANA,8/4/1983,M,12/3/2018,12/3/2028,PISA
BRACA,ANGELO NICOL,ITALIANA,23/4/1929,M,1/4/2021,1/4/2031,CESENATICO
MEZZULLO,CRISTINE ODETTE,ITALIANA,2/3/1929,F,13/10/2021,13/10/2031,TERAMO
DEON,PASQUALE ROSARIO,ITALIANA,22/1/1927,M,3/5/2020,3/5/2030,TORINO
GARAVAGLIA,ALDO NUNZIO,ITALIANA,28/9/1944,M,23/3/2016,23/3/2026,BOLOGNA
DIAZONI,VALFREDO,ITALIANA,6/12/1964,M,27/11/2018,27/11/2028,VERCELLI
BUZZURRO,MARIO CIRIACO,ITALIANA,8/8/1930,M,11/6/2021,11/6/2031,PISA
MUZZUPAPPA,PIRRO,ITALIANA,19/2/1941,M,22/11/2021,22/11/2031,MILANO
TYLER,AMEDEO GIOVANNI,ITALIANA,22/9/1936,M,15/6/2023,15/6/2033,POGGIO RENATICO
CHYURLIA,SANTE SILVAN,ITALIANA,17/5/1961,M,4/10/2021,4/10/2031,PISA
BARRACO,ROBERTO FRANCESCO,ITALIANA,13/6/1936,M,18/10/2016,18/10/2026,TRENTO
BABBINI,SANDRINE,ITALIANA,1/1/1909,F,6/2/2020,6/2/2030,GAMBETTOLA
MAMPRIN,GIOVANNA GIUSEPPA,ITALIANA,8/8/1922,F,26/1/2015,26/1/2025,BOLZANO
SCIABA,SALVATORE LEOPOLDO,ITALIANA,11/12/1925,M,22/8/2022,22/8/2032,TRENTO
BUZZURRO,SALVATORE ANTONINO,ITALIANA,2/11/1973,M,13/3/2022,13/3/2032,BOLZANO
WAGER,MARCO NATALINO,ITALIANA,27/13/2001,M,4/3/2021,4/3/2031,MILANO MARITTIMA
AMUZZINI,ZEFFERINO,ITALIANA,8/10/1963,M,13/10/2021,13/10/2031,VENEZIA
FARRUGGIA,LORENZA AGNESE,ITALIANA,7/7/1995,F,9/7/2023,9/7/2033,TORINO
VACANTI,FELICELLA,ITALIANA,10/12/1925,F,23/3/2021,23/3/2031,BOLZANO
BERTAGNOLLI,GIANMANUELE,ITALIANA,9/12/1948,M,26/10/2020,26/10/2030,NAPOLI
DEPALMA,GHERARDI,ITALIANA,19/7/1973,M,24/2/2017,24/2/2027,BOLZANO
AZZONI,ROCCO ROSARIO,ITALIANA,12/12/1925,M,27/8/2020,27/8/2030,GAMBETTOLA
BAZZONI,LUIGI CARMINE,ITALIANA,7/5/2010,M,6/2/2023,6/2/2033,BOLOGNA
RIZZUTTO,GESUINO PIETRO,ITALIANA,14/8/1918,M,27/9/2019,27/9/2029,CESENATICO
MON,DAVIDE BENITO,ITALIANA,27/3/1920,M,6/13/2018,6/13/2028,BOLZANO
RUSSO,UMBERTINO,ITALIANA,2/9/1975,M,21/4/2016,21/4/2026,CESENATICO
QUOTROCHI,RITA TERESA,ITALIANA,19/4/1911,F,12/12/2016,12/12/2026,BOLOGNA
WAGER,BRUNELLA DOMENICA,ITALIANA,7/6/1950,F,25/1/2015,25/1/2025,BARI
DEON,LINA ELENA,ITALIANA,15/2/1995,F,2/11/2018,2/11/2028,ROMA
CLIVIO,MARCELLO FORTUNATO,ITALIANA,11/7/1904,M,25/10/2017,25/10/2027,MILANO
PREZZI,GIOVANNA CARMELA,ITALIANA,5/6/1972,F,21/8/2020,21/8/2030,MILANO
GHOISIO,MASSIMO LINO,ITALIANA,17/8/1953,M,18/4/2021,18/4/2031,NAPOLI
DOCCHIO,ADELIO GIORGIO,ITALIANA,4/1/1927,M,26/8/2023,26/8/2033,POGGIO RENATICO
CUZZUPOLI,VALERIO LUCIANO,ITALIANA,8/5/1979,M,21/10/2023,21/10/2033,BARI
CLIVIO,GIANMARCO CARLO,ITALIANA,3/6/1935,M,13/5/2019,13/5/2029,TORINO
PREZZI,EGIDIO MARTINO,ITALIANA,23/11/1989,M,10/2/2022,10/2/2032,GAMBETTOLA
QUADAGNO,DAVINO,ITALIANA,18/13/1941,M,15/2/2017,15/2/2027,PALERMO
DEPALMA,VANDRINO,ITALIANA,25/6/1954,M,23/12/2023,23/12/2033,POGGIO RENATICO
CANZUTTI,MARIO A.,ITALIANA,9/1/1961,M,15/10/2020,15/10/2030,ROMA
MOMBELLO,TOMMASO,ITALIANA,28/13/1978,M,12/4/2017,12/4/2027,GENOVA
LUALDI,FRANCESCO E. A.,ITALIANA,6/4/1910,M,28/12/2015,28/12/2025,PISA
QUOTROCHI,PIEROLUIGI,ITALIANA,23/12/1982,M,1/12/2021,1/12/2031,MONOPOLI
CANZUTTI,ERMINIO BASILIO,ITALIANA,19/8/1919,M,15/3/2020,15/3/2030,MILANO MARITTIMA
RIZZI,PANCRAZIO ANTONIO,ITALIANA,17/9/1952,M,17/11/2016,17/11/2026,NUORO
PHILIP,OMERO,ITALIANA,5/1/1976,M,7/6/2023,7/6/2033,VENEZIA
FRANCH,ANGELA GABRIELLA,ITALIANA,6/7/1923,F,9/13/2017,9/13/2027,GENOVA
VUSTE,GRAPPO,ITALIANA,11/10/1945,M,7/7/2022,7/7/2032,NUORO
RIZZI,ERNICO,ITALIANA,4/5/1977,M,13/3/2017,13/3/2027,VERCELLI
SYRACUSE,PATRIZIA MARIA LUISA,ITALIANA,5/7/1933,F,3/1/2021,3/1/2031,CESENATICO
CASCINO,CARMINE CARLO,ITALIANA,11/5/1923,M,8/3/2020,8/3/2030,MILANO MARITTIMA
CHYURLIA,FURIO,ITALIANA,3/6/1935,M,24/12/2016,24/12/2026,MILANO MARITTIMA
FRANCH,ITALICO,ITALIANA,27/7/1992,M,11/3/2020,11/3/2030,BARI
GHOISIO,STEFFI,ITALIANA,8/8/1989,F,23/13/2020,23/13/2030,GENOVA
MANACAPELLI,ANREA,ITALIANA,25/1/1972,M,22/6/2016,22/6/2026,MILANO
PHILIP,URBANO INNOCENTE,ITALIANA,10/5/1984,M,16/7/2020,16/7/2030,CAGLIARI
BEZZO,VALTER NATALE,ITALIANA,19/11/1947,M,1/1/2021,1/1/2031,NAPOLI
VUSTE,TARCISIO COSTANTE,ITALIANA,26/6/1904,M,27/4/2023,27/4/2033,PALERMO
ALFANO,NADIA,ITALIANA,15/11/1989,F,5/11/2019,5/11/2029,VERCELLI
UBALDI,MAURIZIO LUCIO VITT,ITALIANA,13/11/2005,M,9/12/2017,9/12/2027,BOLZANO
SCIABA,ELDA ANTONIETTA,ITALIANA,12/2/1900,F,17/8/2016,17/8/2026,GAMBETTOLA
MENAPACE,PIERO FRANCESCO,ITALIANA,20/13/1962,M,6/12/2018,6/12/2028,PALERMO
BAZZONI,IVO FRANCESCO,ITALIANA,25/7/2002,M,16/10/2021,16/10/2031,FIRENZE
DEON,AGEO LORIS,ITALIANA,28/11/1993,M,5/13/2023,5/13/2033,ROMA
SPAGNOL,MIRCO MOSE',ITALIANA,20/5/1971,M,17/13/2018,17/13/2028,BARI
DIAZONI,LINO MASSIMO,ITALIANA,22/11/1935,M,25/10/2020,25/10/2030,CESENATICO
COPPOLINO,GIOCONDO,ITALIANA,20/10/1907,M,13/6/2016,13/6/2026,VENEZIA
PHILIP,GERARDO NICO,ITALIANA,12/13/1979,M,26/7/2017,26/7/2027,BARI
RUSSO,MICHELE CRISTIANO,ITALIANA,13/6/1995,M,13/5/2019,13/5/2029,GENOVA
PREZZI,TONUCCIO,ITALIANA,5/13/2000,M,11/5/2020,11/5/2030,TERAMO
FRANCH,LIDIO LEONARDO,ITALIANA,7/7/1921,M,28/6/2017,28/6/2027,VIBO VALENTIA
PREZZI,GIANPRIMO,ITALIANA,6/3/1988,M,10/2/2016,10/2/2026,MONOPOLI
DEZZUTTI,ATTILIO ANDREA,ITALIANA,4/13/1920,M,7/13/2017,7/13/2027,PALERMO
GUZZON,ANTONIO ERMENEGILDO,ITALIANA,6/13/1922,M,24/2/2017,24/2/2027,POGGIO RENATICO
MIALE,ERICH GOTTFRIED,ITALIANA,7/10/1991,M,6/9/2017,6/9/2027,CAGLIARI
TIZOT,ANGILINO,ITALIANA,22/2/1958,F,27/3/2019,27/3/2029,MILANO MARITTIMA
RUZZOLINI,ARDOLINO,ITALIANA,26/6/1956,M,13/8/2021,13/8/2031,CESENATICO
DOCCHIO,GERARDO RAFFAELE,ITALIANA,2/3/1977,M,18/9/2023,18/9/2033,BOLOGNA
CARZOLA,ORIETTA CARLA,ITALIANA,13/7/1946,F,9/10/2016,9/10/2026,CESENATICO
GIZZONIO,GIOVANNI FABRIZIO,ITALIANA,15/9/1936,M,14/4/2018,14/4/2028,MILANO
SALOMONE,CARLO AGOSTINO,ITALIANA,5/2/1904,M,19/7/2018,19/7/2028,ROMA
EAFOLLA,ANTONIO SABINO,ITALIANA,14/13/1916,M,1/4/2021,1/4/2031,TERAMO
DEON,MARIA ELVIRA,ITALIANA,26/12/1943,F,27/10/2015,27/10/2025,NAPOLI
MOMBELLO,SANDIE,ITALIANA,25/9/1959,F,5/3/2021,5/3/2031,GENOVA
GARAVAGLIA,ANGELO ADRIANO,ITALIANA,24/3/1946,M,4/7/2018,4/7/2028,ROMA
MAZZURCO,MARIA LEA,ITALIANA,25/4/2003,F,8/4/2015,8/4/2025,VIBO VALENTIA
TOMMASO,MARIA ROSA CARMEN,ITALIANA,19/10/1958,F,11/8/2020,11/8/2030,NAPOLI
UZZI,ROMEO VITO,ITALIANA,12/12/1994,M,7/8/2015,7/8/2025,TORINO
DEPALMA,GIUSEPPE ORESTE,ITALIANA,25/4/1984,M,3/3/2023,3/3/2033,NAPOLI
LUALDI,VINCENZO PIER LUIGI,ITALIANA,3/1/1925,M,15/6/2023,15/6/2033,TERAMO
DIBACCO,FERRUCCIO GI,ITALIANA,2/12/1973,M,26/5/2021,26/5/2031,GENOVA
MUZZUPAPPA,RENATO GIACOMO,ITALIANA,16/5/1975,M,2/6/2016,2/6/2026,VERCELLI
PHILIP,BARBARA ANNA,ITALIANA,28/12/1971,F,24/7/2022,24/7/2032,CAMPOBASSO
DEAUGUSTINO,STELLA MARIA ANTONIA,ITALIANA,20/11/1919,F,28/8/2016,28/8/2026,PALERMO
MIALE,ROSA LIDIA,ITALIANA,4/13/1916,F,24/3/2022,24/3/2032,MILANO
VACANTI,MARCO PIETRO ANTONIO,ITALIANA,4/5/2009,M,28/9/2015,28/9/2025,VIBO VALENTIA
DEBALSI,INCORONATA NADIA,ITALIANA,17/12/1956,F,22/8/2015,22/8/2025,TORINO
DALFOVO,MILENA ROSALINDA,ITALIANA,3/5/1943,F,10/3/2020,10/3/2030,VERCELLI
DEBALSI,DANIELE GASPARE,ITALIANA,24/10/1931,M,14/6/2016,14/6/2026,TORINO
LOZZI,MARENO,ITALIANA,22/3/1993,M,7/6/2020,7/6/2030,VIBO VALENTIA
VIA,ELISABETTA GIUSEPPIN,ITALIANA,26/3/1943,F,9/1/2015,9/1/2025,VENEZIA
CASCINO,FRANCESCO ANTONIO MARIA,ITALIANA,17/3/1953,M,4/9/2017,4/9/2027,POGGIO RENATICO
DIAZONI,UGO VINCENZO DAVIDE,ITALIANA,13/8/1981,M,26/4/2023,26/4/2033,BOLZANO
RUSSO,CARMELA GIULIA,ITALIANA,5/13/2000,F,2/9/2018,2/9/2028,MILANO MARITTIMA
UZZI,NICOLA STEFANO,ITALIANA,25/1/1900,M,9/11/2018,9/11/2028,BOLOGNA
ZUZZI,TIZIANA ADELE,ITALIANA,1/10/1966,F,28/3/2016,28/3/2026,BARI
RUSSO,MIMO GIOVANNI A.,ITALIANA,18/7/1963,M,22/11/2022,22/11/2032,TORINO
DEZZUTTI,BLANC RICCARDO,ITALIANA,8/8/1916,M,2/11/2018,2/11/2028,TERAMO
MON,LUIGI PAOLO FILIPPO,ITALIANA,14/3/1945,M,5/8/2021,5/8/2031,TRENTO
ZUZZI,AMANDA SONIA,ITALIANA,6/7/1940,F,6/1/2023,6/1/2033,VIBO VALENTIA
SALOMONE,LAURA AZZURRA,ITALIANA,28/12/1953,F,27/5/2017,27/5/2027,VENEZIA
STEFANO,DOMENICO FLAVIO,ITALIANA,19/6/1961,M,7/9/2018,7/9/2028,BARI
MOMBELLO,DOMENICO CARLETTO,ITALIANA,9/5/1903,M,1/6/2022,1/6/2032,TERAMO
SCIABA,UNICO,ITALIANA,21/5/1941,M,27/3/2019,27/3/2029,PALERMO
UZZI,BRUNO ENZO,ITALIANA,5/11/1938,M,17/1/2023,17/1/2033,BOLOGNA
TIZOT,RENIERO,ITALIANA,22/2/1973,M,1/11/2016,1/11/2026,NUORO
BABBINI,ENZO NARCISIO,ITALIANA,15/7/1954,M,16/10/2022,16/10/2032,CAMPOBASSO
ROSSI,GASPARE NICOLO',ITALIANA,23/12/1935,M,28/5/2019,28/5/2029,CESENATICO
GHOISIO,ULRICA,ITALIANA,3/4/1915,F,25/12/2021,25/12/2031,ROMA
PIUNTI,OLINDO MASSIMO,ITALIANA,25/2/2004,M,21/4/2018,21/4/2028,CAGLIARI
TOMMASO,AUREO,ITALIANA,27/5/1952,M,27/6/2017,27/6/2027,VENEZIA
ROSSI,SERAFIN,ITALIANA,22/9/1992,M,14/8/2018,14/8/2028,FIRENZE
DEZZUTTI,FIDEL,ITALIANA,9/10/1923,M,26/4/2023,26/4/2033,NUORO
MIALE,MARA CONCETTA,ITALIANA,24/10/1955,F,21/2/2015,21/2/2025,CAMPOBASSO
MON,ROMANIA,ITALIANA,7/5/1929,F,27/10/2019,27/10/2029,CESENATICO
CARZOLA,LUCIO LUCA,ITALIANA,24/12/1911,M,21/4/2018,21/4/2028,TORINO
BEASISO,EGISTO MICHELE,ITALIANA,6/13/1918,M,11/1/2021,11/1/2031,PISA
LUALDI,VELES,ITALIANA,5/6/1972,M,17/11/2019,17/11/2029,FIRENZE
VEZZOSI,UMBERTO AMEDEO,ITALIANA,18/13/1967,M,24/2/2017,24/2/2027,POGGIO RENATICO
BOZZUFFI,GIOSAFAT,ITALIANA,14/11/1936,M,7/4/2016,7/4/2026,FIRENZE
CEBRELLI,SPICADORO,ITALIANA,28/8/1967,M,22/8/2016,22/8/2026,TORINO
MEZZULLO,DEA MARILENA,ITALIANA,8/1/1970,F,12/13/2021,12/13/2031,CAGLIARI
GIZZONIO,EGIDIO BIAGIO,ITALIANA,22/7/1994,M,1/7/2016,1/7/2026,CAGLIARI
SALOMONE,DAMASCO,ITALIANA,5/12/1960,M,5/5/2021,5/5/2031,TORINO
MON,BIANCA ANGELA,ITALIANA,10/3/1979,F,20/5/2016,20/5/2026,MILANO
BARRACO,GIANLUCA POMPILIO,ITALIANA,27/10/1970,M,22/12/2015,22/12/2025,NAPOLI
VACANTI,MARIO GIUSEPPE,ITALIANA,5/13/1966,M,4/4/2022,4/4/2032,MILANO MARITTIMA
MARETTO,ANGELA IMMACOLATA,ITALIANA,4/12/1902,F,2/10/2015,2/10/2025,MONOPOLI
MARETTO,IAGO,ITALIANA,10/10/2006,M,8/8/2016,8/8/2026,TERAMO
RAUZI,GIORGIO I,ITALIANA,24/10/2001,M,27/12/2016,27/12/2026,NAPOLI
VACANTI,MURIEL,ITALIANA,7/3/1974,F,2/3/2019,2/3/2029,TORINO
DEAUGUSTINO,LARS PEDER,ITALIANA,16/10/2004,M,2/4/2016,2/4/2026,VIBO VALENTIA
